structure,pair_id,selection_count
T2_SPANNER,ST033__ST045,2
T2_SPANNER,ST033__ST047,3
T2_SPANNER,ST033__ST048,4
T2_SPANNER,ST033__ST049,1
T2_SPANNER,ST033__ST050,1
T2_SPANNER,ST033__ST053,2
T2_SPANNER,ST033__ST054,1
T2_SPANNER,ST033__ST055,3
T2_SPANNER,ST034__ST035,1
T2_SPANNER,ST034__ST036,1
T2_SPANNER,ST034__ST037,1
T2_SPANNER,ST034__ST038,1
T2_SPANNER,ST034__ST039,1
T2_SPANNER,ST034__ST044,3
T2_SPANNER,ST034__ST045,3
T2_SPANNER,ST034__ST048,2
T2_SPANNER,ST034__ST052,4
T2_SPANNER,ST035__ST036,1
T2_SPANNER,ST035__ST037,1
T2_SPANNER,ST035__ST038,1
T2_SPANNER,ST035__ST039,1
T2_SPANNER,ST035__ST044,4
T2_SPANNER,ST035__ST045,4
T2_SPANNER,ST035__ST048,3
T2_SPANNER,ST035__ST050,1
T2_SPANNER,ST035__ST052,5
T2_SPANNER,ST036__ST037,1
T2_SPANNER,ST036__ST044,2
T2_SPANNER,ST036__ST045,3
T2_SPANNER,ST036__ST048,2
T2_SPANNER,ST036__ST052,2
T2_SPANNER,ST037__ST038,3
T2_SPANNER,ST037__ST039,2
T2_SPANNER,ST037__ST041,1
T2_SPANNER,ST037__ST042,1
T2_SPANNER,ST037__ST043,1
T2_SPANNER,ST037__ST044,2
T2_SPANNER,ST037__ST045,3
T2_SPANNER,ST037__ST047,1
T2_SPANNER,ST037__ST048,2
T2_SPANNER,ST037__ST051,2
T2_SPANNER,ST038__ST039,1
T2_SPANNER,ST038__ST041,2
T2_SPANNER,ST038__ST042,1
T2_SPANNER,ST039__ST041,2
T2_SPANNER,ST039__ST042,1
T2_SPANNER,ST039__ST043,2
T2_SPANNER,ST039__ST044,1
T2_SPANNER,ST039__ST051,3
T2_SPANNER,ST040__ST041,1
T2_SPANNER,ST040__ST042,1
T2_SPANNER,ST040__ST044,2
T2_SPANNER,ST040__ST045,1
T2_SPANNER,ST040__ST048,3
T2_SPANNER,ST040__ST051,4
T2_SPANNER,ST040__ST052,1
T2_SPANNER,ST040__ST054,4
T2_SPANNER,ST041__ST042,5
T2_SPANNER,ST041__ST043,1
T2_SPANNER,ST041__ST048,1
T2_SPANNER,ST041__ST051,1
T2_SPANNER,ST041__ST052,2
T2_SPANNER,ST041__ST054,4
T2_SPANNER,ST042__ST047,1
T2_SPANNER,ST042__ST051,3
T2_SPANNER,ST042__ST052,1
T2_SPANNER,ST043__ST044,2
T2_SPANNER,ST043__ST045,5
T2_SPANNER,ST043__ST047,2
T2_SPANNER,ST043__ST048,3
T2_SPANNER,ST043__ST050,2
T2_SPANNER,ST043__ST053,1
T2_SPANNER,ST043__ST055,1
T2_SPANNER,ST044__ST045,1
T2_SPANNER,ST044__ST046,2
T2_SPANNER,ST044__ST050,1
T2_SPANNER,ST045__ST046,1
T2_SPANNER,ST045__ST047,2
T2_SPANNER,ST045__ST050,1
T2_SPANNER,ST045__ST054,2
T2_SPANNER,ST046__ST047,3
T2_SPANNER,ST046__ST048,1
T2_SPANNER,ST046__ST049,2
T2_SPANNER,ST046__ST050,4
T2_SPANNER,ST046__ST051,1
T2_SPANNER,ST046__ST052,3
T2_SPANNER,ST046__ST053,2
T2_SPANNER,ST046__ST054,4
T2_SPANNER,ST046__ST055,3
T2_SPANNER,ST047__ST050,1
T2_SPANNER,ST048__ST050,1
T2_SPANNER,ST049__ST050,1
T2_SPANNER,ST049__ST053,1
T2_SPANNER,ST049__ST055,2
T2_SPANNER,ST050__ST052,1
T2_SPANNER,ST050__ST053,2
T2_SPANNER,ST050__ST054,2
T2_SPANNER,ST050__ST055,1
T2_SPANNER,ST051__ST052,3
