pair_order,pair_id,from_order,from_station_id,from_station_name,to_order,to_station_id,to_station_name,w1_distance_m,distance_km,w2_average_lanes,w3_protection_proxy,w3_child_protection_proxy,w3_senior_protection_proxy,w3_disabled_protection_proxy,w3_classification,w4_average_absolute_grade_pct,w4_classification
252,ST005__ST047,5,ST005,배곧중·고등학교,47,ST047,배곧2동행정복지센터,3334.0,3.334,2.6812687086629072,0.216881735,0.216881735,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.993464254,PRELIMINARY_90M
253,ST005__ST048,5,ST005,배곧중·고등학교,48,ST048,정왕평생학습관 사거리,4349.0,4.349,3.274669870265716,0.728667958,0.728667958,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.703370048,PRELIMINARY_90M
254,ST005__ST049,5,ST005,배곧중·고등학교,49,ST049,거북섬 웨이브파크 정문,9295.0,9.295,2.866697133352073,0.079416582,0.079416582,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.583882716,PRELIMINARY_90M
255,ST005__ST050,5,ST005,배곧중·고등학교,50,ST050,시흥한라3차아파트,2030.0,2.03,2.6294778279819995,0.56702246,0.56702246,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.693706726,PRELIMINARY_90M
256,ST005__ST051,5,ST005,배곧중·고등학교,51,ST051,연성중학교,11788.0,11.788,2.7106754677536853,0.155536821,0.147954117,0.014634384,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.38444986,PRELIMINARY_90M
257,ST005__ST052,5,ST005,배곧중·고등학교,52,ST052,가온그린공원,8122.0,8.122,2.8555152975367957,0.2956403,0.2956403,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.819513266,PRELIMINARY_90M
258,ST005__ST053,5,ST005,배곧중·고등학교,53,ST053,오이도 빨강등대,6642.0,6.642,2.494332228519753,0.202414333,0.1928514,0.042185248,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.120074325,PRELIMINARY_90M
259,ST005__ST054,5,ST005,배곧중·고등학교,54,ST054,시흥 프리미엄 아울렛,1508.0,1.508,1.711681176130996,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.623743217,PRELIMINARY_90M
260,ST005__ST055,5,ST005,배곧중·고등학교,55,ST055,해양생태과학관,8840.0,8.84,2.8691554302913267,0.061797594,0.061797594,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.619226112,PRELIMINARY_90M
261,ST006__ST007,6,ST006,시흥시청 본청,7,ST007,장현지구,616.0,0.616,1.9913878469423045,0.790782282,0.790782282,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.79823581,PRELIMINARY_90M
262,ST006__ST008,6,ST006,시흥시청 본청,8,ST008,시흥능곡역,1951.0,1.951,2.023517683433672,0.1397711,0.1397711,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.968420709,PRELIMINARY_90M
263,ST006__ST009,6,ST006,시흥시청 본청,9,ST009,능곡중앙공원,2599.0,2.599,2.0712474576884348,0.334828877,0.2890141,0.229887243,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.885576321,PRELIMINARY_90M
264,ST006__ST010,6,ST006,시흥시청 본청,10,ST010,은계호수공원,8600.0,8.6,2.2977932871741067,0.158558533,0.158558533,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.221566641,PRELIMINARY_90M
265,ST006__ST011,6,ST006,시흥시청 본청,11,ST011,배곧생명공원,9367.0,9.367,2.720570366635699,0.23235844,0.23235844,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.678691712,PRELIMINARY_90M
266,ST006__ST012,6,ST006,시흥시청 본청,12,ST012,신천역,8139.0,8.139,2.0551620969642515,0.276145236,0.219171283,0.056973953,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.606587388,PRELIMINARY_90M
267,ST006__ST013,6,ST006,시흥시청 본청,13,ST013,삼미시장,11455.0,11.455,2.6163837818491467,0.201577269,0.174703637,0.087897649,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.918999504,PRELIMINARY_90M
268,ST006__ST014,6,ST006,시흥시청 본청,14,ST014,시흥대야역,12318.0,12.318,2.5669508697427,0.267324357,0.21131642,0.137606268,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.116184396,PRELIMINARY_90M
269,ST006__ST015,6,ST006,시흥시청 본청,15,ST015,목감택지개발예정지구,6311.0,6.311,2.0188725378469625,0.137175008,0.137175008,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.29974913,PRELIMINARY_90M
270,ST006__ST016,6,ST006,시흥시청 본청,16,ST016,물왕호수,4622.0,4.622,1.9307119944807511,0.057014033,0.057014033,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,5.215434929,PRELIMINARY_90M
271,ST006__ST017,6,ST006,시흥시청 본청,17,ST017,장곡동,1970.0,1.97,1.4937720094859535,0.908945228,0.908945228,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.770716728,PRELIMINARY_90M
272,ST006__ST018,6,ST006,시흥시청 본청,18,ST018,정왕역,8359.0,8.359,2.4528516535518414,0.270187169,0.270187169,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.38859811,PRELIMINARY_90M
273,ST006__ST019,6,ST006,시흥시청 본청,19,ST019,시화병원,8030.0,8.03,2.585118830440043,0.240191619,0.240191619,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.553296659,PRELIMINARY_90M
274,ST006__ST020,6,ST006,시흥시청 본청,20,ST020,시화공업단지[왼쪽부근],9694.0,9.694,2.6963772196633475,0.253989166,0.253989166,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.879216338,PRELIMINARY_90M
275,ST006__ST021,6,ST006,시흥시청 본청,21,ST021,오이도 포구 해양관광 단지,14687.0,14.687,3.0915800504195317,0.240209355,0.205047114,0.035162242,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.959112575,PRELIMINARY_90M
276,ST006__ST022,6,ST006,시흥시청 본청,22,ST022,오이도박물관,15481.0,15.481,2.3644229000913493,0.22587944,0.195179584,0.030699856,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.747548962,PRELIMINARY_90M
277,ST006__ST023,6,ST006,시흥시청 본청,23,ST023,오이도역,8080.0,8.08,2.309958576717372,0.237837615,0.237837615,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.247882056,PRELIMINARY_90M
278,ST006__ST024,6,ST006,시흥시청 본청,24,ST024,목감고등학교,7071.0,7.071,2.1103035645045516,0.118010471,0.118010471,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.228565002,PRELIMINARY_90M
279,ST006__ST025,6,ST006,시흥시청 본청,25,ST025,목감동행정복지센터,7000.0,7.0,2.109248922792119,0.120646147,0.0891229,0.069507083,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.49144083,PRELIMINARY_90M
280,ST006__ST026,6,ST006,시흥시청 본청,26,ST026,은계파크자이,8185.0,8.185,2.072721435633473,0.272237775,0.215585507,0.056652267,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.570916267,PRELIMINARY_90M
281,ST006__ST027,6,ST006,시흥시청 본청,27,ST027,은행동행정복지센터,8014.0,8.014,2.0956042363908334,0.253163149,0.195302402,0.057860748,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.678365565,PRELIMINARY_90M
282,ST006__ST028,6,ST006,시흥시청 본청,28,ST028,매화산업단지,7615.0,7.615,2.0444096007770654,0.182828995,0.182828995,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.397987931,PRELIMINARY_90M
283,ST006__ST029,6,ST006,시흥시청 본청,29,ST029,관곡공원,3470.0,3.47,2.475229440723157,0.075912866,0.075912866,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.041565706,PRELIMINARY_90M
284,ST006__ST030,6,ST006,시흥시청 본청,30,ST030,장곡도서관,2299.0,2.299,1.599654875590196,0.767619824,0.767619824,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.660607465,PRELIMINARY_90M
285,ST006__ST031,6,ST006,시흥시청 본청,31,ST031,마전저수지,4604.0,4.604,2.2803956005814645,0.283207887,0.283207887,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.157951616,PRELIMINARY_90M
286,ST006__ST032,6,ST006,시흥시청 본청,32,ST032,희망공원,11421.0,11.421,2.522192739062727,0.193072915,0.193072915,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.490619862,PRELIMINARY_90M
287,ST006__ST033,6,ST006,시흥시청 본청,33,ST033,타원산업단지,11281.0,11.281,2.6191003738932084,0.195476431,0.195476431,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.518946764,PRELIMINARY_90M
288,ST006__ST034,6,ST006,시흥시청 본청,34,ST034,군자디지털과학고등학교,7330.0,7.33,2.8428862563521475,0.34315285,0.34315285,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.198812236,PRELIMINARY_90M
289,ST006__ST035,6,ST006,시흥시청 본청,35,ST035,산들공원,6977.0,6.977,2.9216522119106507,0.310126848,0.310126848,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.275946265,PRELIMINARY_90M
290,ST006__ST036,6,ST006,시흥시청 본청,36,ST036,시흥시립군자도서관,6369.0,6.369,3.006830634630671,0.244304171,0.244304171,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.089108296,PRELIMINARY_90M
291,ST006__ST037,6,ST006,시흥시청 본청,37,ST037,군자동행정복지센터,6845.0,6.845,2.8673370714628095,0.296832124,0.296832124,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.957161605,PRELIMINARY_90M
292,ST006__ST038,6,ST006,시흥시청 본청,38,ST038,능곡도서관,2199.0,2.199,2.084117616972949,0.214672193,0.183407351,0.04195668,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.091529972,PRELIMINARY_90M
293,ST006__ST039,6,ST006,시흥시청 본청,39,ST039,능곡힐스테이트,2245.0,2.245,1.4839630692760302,0.123748548,0.0,0.123748548,0.0,PRELIMINARY_POINT_BUFFER_PROXY,5.463392543,PRELIMINARY_90M
294,ST006__ST040,6,ST006,시흥시청 본청,40,ST040,갯골생태공원,3134.0,3.134,1.787243299742466,0.417517824,0.417517824,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.045098404,PRELIMINARY_90M
295,ST006__ST041,6,ST006,시흥시청 본청,41,ST041,연꽃테마파크,4324.0,4.324,2.049004075045147,0.317588105,0.253730079,0.12827043,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.948741975,PRELIMINARY_90M
296,ST006__ST042,6,ST006,시흥시청 본청,42,ST042,시흥시청역,594.0,0.594,1.9806585205188414,0.443911734,0.443911734,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.847017707,PRELIMINARY_90M
297,ST006__ST043,6,ST006,시흥시청 본청,43,ST043,시흥종합버스터미널,8959.0,8.959,2.594531318961741,0.230185724,0.230185724,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.162107481,PRELIMINARY_90M
298,ST006__ST044,6,ST006,시흥시청 본청,44,ST044,경기과학기술대학교,9695.0,9.695,2.6375648814314294,0.270726205,0.270726205,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.999571885,PRELIMINARY_90M
299,ST006__ST045,6,ST006,시흥시청 본청,45,ST045,시흥중앙도서관,8460.0,8.46,2.5498869254037335,0.241986931,0.241986931,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.385498652,PRELIMINARY_90M
300,ST006__ST046,6,ST006,시흥시청 본청,46,ST046,배곧1동행정복지센터,8564.0,8.564,2.4261774730588592,0.308547855,0.308547855,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.746734551,PRELIMINARY_90M
301,ST006__ST047,6,ST006,시흥시청 본청,47,ST047,배곧2동행정복지센터,10990.0,10.99,2.4042417245259013,0.221552777,0.221552777,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.625128198,PRELIMINARY_90M
302,ST006__ST048,6,ST006,시흥시청 본청,48,ST048,정왕평생학습관 사거리,8300.0,8.3,2.600756339187811,0.26492128,0.26492128,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.419057988,PRELIMINARY_90M
303,ST006__ST049,6,ST006,시흥시청 본청,49,ST049,거북섬 웨이브파크 정문,15957.0,15.957,3.0596167427423016,0.200739873,0.200739873,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.699761861,PRELIMINARY_90M
304,ST006__ST050,6,ST006,시흥시청 본청,50,ST050,시흥한라3차아파트,10014.0,10.014,2.9707752623655717,0.28503215,0.28503215,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.681460669,PRELIMINARY_90M
305,ST006__ST051,6,ST006,시흥시청 본청,51,ST051,연성중학교,2665.0,2.665,2.405708703853897,0.37184665,0.338316086,0.064712949,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.504771469,PRELIMINARY_90M
306,ST006__ST052,6,ST006,시흥시청 본청,52,ST052,가온그린공원,1779.0,1.779,1.4826262058444766,0.840948525,0.840948525,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.647772227,PRELIMINARY_90M
307,ST006__ST053,6,ST006,시흥시청 본청,53,ST053,오이도 빨강등대,15052.0,15.052,3.065065787195837,0.232345802,0.200436352,0.03190945,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.978965917,PRELIMINARY_90M
308,ST006__ST054,6,ST006,시흥시청 본청,54,ST054,시흥 프리미엄 아울렛,6963.0,6.963,2.2981115356407833,0.24524532,0.24524532,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.924103538,PRELIMINARY_90M
309,ST006__ST055,6,ST006,시흥시청 본청,55,ST055,해양생태과학관,15502.0,15.502,3.06666115185903,0.194244557,0.194244557,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.723815297,PRELIMINARY_90M
310,ST007__ST008,7,ST007,장현지구,8,ST008,시흥능곡역,2741.0,2.741,1.4601091553027377,0.484118832,0.484118832,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.893457588,PRELIMINARY_90M
311,ST007__ST009,7,ST007,장현지구,9,ST009,능곡중앙공원,3395.0,3.395,1.60506658419029,0.56701767,0.531927058,0.176076025,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.488913524,PRELIMINARY_90M
312,ST007__ST010,7,ST007,장현지구,10,ST010,은계호수공원,9295.0,9.295,2.133532995691515,0.240178212,0.240178212,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.044052907,PRELIMINARY_90M
313,ST007__ST011,7,ST007,장현지구,11,ST011,배곧생명공원,9980.0,9.98,2.5537413472256456,0.24479273,0.24479273,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.600494142,PRELIMINARY_90M
314,ST007__ST012,7,ST007,장현지구,12,ST012,신천역,8834.0,8.834,1.9013704989777807,0.352796752,0.300297607,0.052499144,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.388145097,PRELIMINARY_90M
315,ST007__ST013,7,ST007,장현지구,13,ST013,삼미시장,12150.0,12.15,2.4724961048594403,0.261575599,0.236236819,0.082877489,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.688674808,PRELIMINARY_90M
316,ST007__ST014,7,ST007,장현지구,14,ST014,시흥대야역,13013.0,13.013,2.4352199641989087,0.319846311,0.266825546,0.130267067,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.886924836,PRELIMINARY_90M
317,ST007__ST015,7,ST007,장현지구,15,ST015,목감택지개발예정지구,6924.0,6.924,1.8405394230049963,0.163528348,0.163528348,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.976463762,PRELIMINARY_90M
318,ST007__ST016,7,ST007,장현지구,16,ST016,물왕호수,5361.0,5.361,1.7008916027228806,0.211312552,0.211312552,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.448459026,PRELIMINARY_90M
319,ST007__ST017,7,ST007,장현지구,17,ST017,장곡동,1354.0,1.354,1.2676067006331293,0.962650029,0.962650029,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.309444042,PRELIMINARY_90M
320,ST007__ST018,7,ST007,장현지구,18,ST018,정왕역,8972.0,8.972,2.285552090454245,0.281434742,0.281434742,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.119751288,PRELIMINARY_90M
321,ST007__ST019,7,ST007,장현지구,19,ST019,시화병원,8643.0,8.643,2.4020451386071913,0.253997224,0.253997224,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.263780363,PRELIMINARY_90M
322,ST007__ST020,7,ST007,장현지구,20,ST020,시화공업단지[왼쪽부근],10307.0,10.307,2.5362418727732217,0.264744719,0.264744719,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.67636277,PRELIMINARY_90M
323,ST007__ST021,7,ST007,장현지구,21,ST021,오이도 포구 해양관광 단지,15300.0,15.3,2.9679364267457373,0.248002574,0.214248992,0.033753582,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.895151331,PRELIMINARY_90M
324,ST007__ST022,7,ST007,장현지구,22,ST022,오이도박물관,16094.0,16.094,2.2745505708509826,0.233835944,0.204305595,0.029530349,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.69584501,PRELIMINARY_90M
325,ST007__ST023,7,ST007,장현지구,23,ST023,오이도역,8693.0,8.693,2.147375838721975,0.25172783,0.25172783,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.980430619,PRELIMINARY_90M
326,ST007__ST024,7,ST007,장현지구,24,ST024,목감고등학교,7810.0,7.81,1.9356311516316742,0.218129369,0.218129369,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.797294408,PRELIMINARY_90M
327,ST007__ST025,7,ST007,장현지구,25,ST025,목감동행정복지센터,8584.0,8.584,2.07833634125379,0.254652325,0.250735872,0.037298246,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.434714312,PRELIMINARY_90M
328,ST007__ST026,7,ST007,장현지구,26,ST026,은계파크자이,8880.0,8.88,1.9183583737549257,0.348795616,0.296569731,0.052225884,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.353995559,PRELIMINARY_90M
329,ST007__ST027,7,ST007,장현지구,27,ST027,은행동행정복지센터,8709.0,8.709,1.9363877077820781,0.332743591,0.279492401,0.05325119,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.447643985,PRELIMINARY_90M
330,ST007__ST028,7,ST007,장현지구,28,ST028,매화산업단지,8310.0,8.31,1.8818440114835289,0.272091051,0.272091051,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.181486617,PRELIMINARY_90M
331,ST007__ST029,7,ST007,장현지구,29,ST029,관곡공원,4165.0,4.165,2.078936189138624,0.271907933,0.271907933,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.51365291,PRELIMINARY_90M
332,ST007__ST030,7,ST007,장현지구,30,ST030,장곡도서관,1683.0,1.683,1.4562870070184697,0.759142743,0.759142743,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.235595407,PRELIMINARY_90M
333,ST007__ST031,7,ST007,장현지구,31,ST031,마전저수지,5217.0,5.217,2.012980501468642,0.301018578,0.301018578,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.715766665,PRELIMINARY_90M
334,ST007__ST032,7,ST007,장현지구,32,ST032,희망공원,12034.0,12.034,2.3939250535017615,0.205388673,0.205388673,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.338288618,PRELIMINARY_90M
335,ST007__ST033,7,ST007,장현지구,33,ST033,타원산업단지,11894.0,11.894,2.4843213607861188,0.207813665,0.207813665,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.363690784,PRELIMINARY_90M
336,ST007__ST034,7,ST007,장현지구,34,ST034,군자디지털과학고등학교,5320.0,5.32,1.7415557933434342,0.349152348,0.349152348,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.459564988,PRELIMINARY_90M
337,ST007__ST035,7,ST007,장현지구,35,ST035,산들공원,4967.0,4.967,1.7820285875158806,0.303154316,0.303154316,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.583766475,PRELIMINARY_90M
338,ST007__ST036,7,ST007,장현지구,36,ST036,시흥시립군자도서관,7914.0,7.914,2.6645802732851354,0.307930223,0.307930223,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.636188829,PRELIMINARY_90M
339,ST007__ST037,7,ST007,장현지구,37,ST037,군자동행정복지센터,8390.0,8.39,2.570190493668074,0.347173938,0.347173938,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.554708776,PRELIMINARY_90M
340,ST007__ST038,7,ST007,장현지구,38,ST038,능곡도서관,2995.0,2.995,1.5526416544384283,0.509541985,0.486566978,0.030831918,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.846282974,PRELIMINARY_90M
341,ST007__ST039,7,ST007,장현지구,39,ST039,능곡힐스테이트,3093.0,3.093,1.5666346849364792,0.518859596,0.428985095,0.089874501,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.745965987,PRELIMINARY_90M
342,ST007__ST040,7,ST007,장현지구,40,ST040,갯골생태공원,3004.0,3.004,1.4936565315277723,0.625530067,0.625530067,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.681985565,PRELIMINARY_90M
343,ST007__ST041,7,ST007,장현지구,41,ST041,연꽃테마파크,5963.0,5.963,1.7948613454178433,0.381443526,0.355056843,0.091388128,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.139713519,PRELIMINARY_90M
344,ST007__ST042,7,ST007,장현지구,42,ST042,시흥시청역,1884.0,1.884,1.0848082524282452,0.701082383,0.701082383,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.854984739,PRELIMINARY_90M
345,ST007__ST043,7,ST007,장현지구,43,ST043,시흥종합버스터미널,9572.0,9.572,2.4286399381834176,0.243291198,0.243291198,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.925570549,PRELIMINARY_90M
346,ST007__ST044,7,ST007,장현지구,44,ST044,경기과학기술대학교,10308.0,10.308,2.4809750604090848,0.280482961,0.280482961,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.789544778,PRELIMINARY_90M
347,ST007__ST045,7,ST007,장현지구,45,ST045,시흥중앙도서관,9073.0,9.073,2.377914665313401,0.255013601,0.255013601,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.120945997,PRELIMINARY_90M
348,ST007__ST046,7,ST007,장현지구,46,ST046,배곧1동행정복지센터,9177.0,9.177,2.2644336799476807,0.31697882,0.31697882,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.657624601,PRELIMINARY_90M
349,ST007__ST047,7,ST007,장현지구,47,ST047,배곧2동행정복지센터,11603.0,11.603,2.27747518651546,0.232817919,0.232817919,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.557348238,PRELIMINARY_90M
350,ST007__ST048,7,ST007,장현지구,48,ST048,정왕평생학습관 사거리,8913.0,8.913,2.422155127522018,0.276606779,0.276606779,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.146293081,PRELIMINARY_90M
351,ST007__ST049,7,ST007,장현지구,49,ST049,거북섬 웨이브파크 정문,16570.0,16.57,2.9466340649212373,0.209395657,0.209395657,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.647153466,PRELIMINARY_90M
352,ST007__ST050,7,ST007,장현지구,50,ST050,시흥한라3차아파트,10627.0,10.627,2.7996965790661688,0.293668656,0.293668656,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.60664307,PRELIMINARY_90M
353,ST007__ST051,7,ST007,장현지구,51,ST051,연성중학교,3360.0,3.36,1.9288666578782163,0.553656435,0.527051485,0.051346729,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.519092434,PRELIMINARY_90M
354,ST007__ST052,7,ST007,장현지구,52,ST052,가온그린공원,1163.0,1.163,1.2131708783527768,0.867518063,0.867518063,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.043527785,PRELIMINARY_90M
355,ST007__ST053,7,ST007,장현지구,53,ST053,오이도 빨강등대,15665.0,15.665,2.945345350009207,0.240264807,0.209603868,0.030660938,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.915488197,PRELIMINARY_90M
356,ST007__ST054,7,ST007,장현지구,54,ST054,시흥 프리미엄 아울렛,7576.0,7.576,2.1125948523926654,0.260577423,0.260577423,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.804905615,PRELIMINARY_90M
357,ST007__ST055,7,ST007,장현지구,55,ST055,해양생태과학관,16115.0,16.115,2.9502314469114848,0.203390924,0.203390924,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.668540589,PRELIMINARY_90M
358,ST008__ST009,8,ST008,시흥능곡역,9,ST009,능곡중앙공원,1712.0,1.712,1.8305154308324192,0.348908245,0.279373488,0.348908245,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.123126948,PRELIMINARY_90M
359,ST008__ST010,8,ST008,시흥능곡역,10,ST010,은계호수공원,9519.0,9.519,2.1680281636531937,0.115583801,0.115583801,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.47456009,PRELIMINARY_90M
360,ST008__ST011,8,ST008,시흥능곡역,11,ST011,배곧생명공원,13465.0,13.465,2.5414779791303364,0.066161215,0.066161215,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.288661545,PRELIMINARY_90M
361,ST008__ST012,8,ST008,시흥능곡역,12,ST012,신천역,9058.0,9.058,1.9434032479733672,0.219047126,0.167854791,0.051192335,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.836226292,PRELIMINARY_90M
362,ST008__ST013,8,ST008,시흥능곡역,13,ST013,삼미시장,12374.0,12.374,2.4928618632690633,0.165312967,0.14043598,0.081367067,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.986454748,PRELIMINARY_90M
363,ST008__ST014,8,ST008,시흥능곡역,14,ST014,시흥대야역,13237.0,13.237,2.4548963553389425,0.228851433,0.176734113,0.128047386,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.163555892,PRELIMINARY_90M
364,ST008__ST015,8,ST008,시흥능곡역,15,ST015,목감택지개발예정지구,6807.0,6.807,1.8885444736486015,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.039381199,PRELIMINARY_90M
365,ST008__ST016,8,ST008,시흥능곡역,16,ST016,물왕호수,5244.0,5.244,1.760127283972371,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.553952786,PRELIMINARY_90M
366,ST008__ST017,8,ST008,시흥능곡역,17,ST017,장곡동,2645.0,2.645,1.8829314447256988,0.383443263,0.383443263,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.5324066,PRELIMINARY_90M
367,ST008__ST018,8,ST008,시흥능곡역,18,ST018,정왕역,8593.0,8.593,1.6328493833811462,0.200418056,0.200418056,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.570086229,PRELIMINARY_90M
368,ST008__ST019,8,ST008,시흥능곡역,19,ST019,시화병원,9541.0,9.541,2.380203466611261,0.202110648,0.202110648,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.601175867,PRELIMINARY_90M
